Data As Of,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia and COVID-19 Deaths
09/27/2023,North Carolina,All Sexes,All Ages,605.0,9140.0,295.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,58.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,120.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,19.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,23.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,107.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,194.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,219.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,259.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,0.0,334.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,13.0,417.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,28.0,565.0,18.0
09/27/2023,North Carolina,All Sexes,50-64 years,93.0,1594.0,56.0
09/27/2023,North Carolina,All Sexes,55-64 years,74.0,1259.0,44.0
09/27/2023,North Carolina,All Sexes,65-74 years,171.0,1948.0,83.0
09/27/2023,North Carolina,All Sexes,75-84 years,181.0,2344.0,89.0
09/27/2023,North Carolina,All Sexes,85 years and over,141.0,2264.0,55.0
09/27/2023,North Carolina,All Sexes,All Ages,192.0,8554.0,85.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,69.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,117.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,20.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,18.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,111.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,194.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,237.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,282.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,0.0,307.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,0.0,384.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,10.0,554.0,0.0
09/27/2023,North Carolina,All Sexes,50-64 years,31.0,1462.0,12.0
09/27/2023,North Carolina,All Sexes,55-64 years,25.0,1123.0,0.0
09/27/2023,North Carolina,All Sexes,65-74 years,42.0,1793.0,18.0
09/27/2023,North Carolina,All Sexes,75-84 years,55.0,2183.0,32.0
09/27/2023,North Carolina,All Sexes,85 years and over,55.0,2139.0,19.0
09/27/2023,North Carolina,All Sexes,All Ages,243.0,8730.0,71.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,80.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,138.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,12.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,27.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,119.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,214.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,250.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,279.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,0.0,324.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,0.0,414.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,0.0,559.0,0.0
09/27/2023,North Carolina,All Sexes,50-64 years,19.0,1483.0,0.0
09/27/2023,North Carolina,All Sexes,55-64 years,18.0,1157.0,0.0
09/27/2023,North Carolina,All Sexes,65-74 years,56.0,1794.0,11.0
09/27/2023,North Carolina,All Sexes,75-84 years,70.0,2167.0,26.0
09/27/2023,North Carolina,All Sexes,85 years and over,84.0,2241.0,27.0
09/27/2023,North Carolina,All Sexes,All Ages,333.0,8714.0,130.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,50.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,112.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,11.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,29.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,132.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,212.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,241.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,293.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,0.0,347.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,0.0,404.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,17.0,559.0,0.0
09/27/2023,North Carolina,All Sexes,50-64 years,42.0,1534.0,13.0
09/27/2023,North Carolina,All Sexes,55-64 years,31.0,1186.0,0.0
09/27/2023,North Carolina,All Sexes,65-74 years,55.0,1756.0,27.0
09/27/2023,North Carolina,All Sexes,75-84 years,98.0,2238.0,34.0
09/27/2023,North Carolina,All Sexes,85 years and over,120.0,2165.0,47.0
09/27/2023,North Carolina,All Sexes,All Ages,448.0,8943.0,160.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,71.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,125.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,15.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,21.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,118.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,215.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,243.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,286.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,0.0,330.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,11.0,383.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,17.0,539.0,0.0
09/27/2023,North Carolina,All Sexes,50-64 years,56.0,1479.0,21.0
09/27/2023,North Carolina,All Sexes,55-64 years,48.0,1151.0,18.0
09/27/2023,North Carolina,All Sexes,65-74 years,76.0,1803.0,32.0
09/27/2023,North Carolina,All Sexes,75-84 years,139.0,2404.0,57.0
09/27/2023,North Carolina,All Sexes,85 years and over,158.0,2248.0,44.0
09/27/2023,North Carolina,All Sexes,All Ages,493.0,9037.0,166.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,61.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,117.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,22.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,19.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,117.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,211.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,252.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,279.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,10.0,340.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,12.0,418.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,24.0,591.0,0.0
09/27/2023,North Carolina,All Sexes,50-64 years,67.0,1495.0,21.0
09/27/2023,North Carolina,All Sexes,55-64 years,51.0,1118.0,17.0
09/27/2023,North Carolina,All Sexes,65-74 years,112.0,1909.0,39.0
09/27/2023,North Carolina,All Sexes,75-84 years,126.0,2367.0,38.0
09/27/2023,North Carolina,All Sexes,85 years and over,167.0,2241.0,60.0
09/27/2023,North Carolina,All Sexes,All Ages,430.0,8883.0,147.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,75.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,120.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,13.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,16.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,117.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,214.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,255.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,288.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,0.0,326.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,0.0,379.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,18.0,501.0,0.0
09/27/2023,North Carolina,All Sexes,50-64 years,62.0,1512.0,21.0
09/27/2023,North Carolina,All Sexes,55-64 years,46.0,1210.0,14.0
09/27/2023,North Carolina,All Sexes,65-74 years,84.0,1817.0,31.0
09/27/2023,North Carolina,All Sexes,75-84 years,131.0,2327.0,38.0
09/27/2023,North Carolina,All Sexes,85 years and over,141.0,2226.0,52.0
09/27/2023,North Carolina,All Sexes,All Ages,373.0,9293.0,137.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,77.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,136.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,17.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,21.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,129.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,209.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,248.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,279.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,0.0,308.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,0.0,390.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,11.0,558.0,0.0
09/27/2023,North Carolina,All Sexes,50-64 years,39.0,1497.0,14.0
09/27/2023,North Carolina,All Sexes,55-64 years,32.0,1153.0,13.0
09/27/2023,North Carolina,All Sexes,65-74 years,77.0,1988.0,32.0
09/27/2023,North Carolina,All Sexes,75-84 years,111.0,2431.0,38.0
09/27/2023,North Carolina,All Sexes,85 years and over,133.0,2363.0,50.0
09/27/2023,North Carolina,All Sexes,All Ages,329.0,9246.0,118.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,55.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,108.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,14.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,21.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,112.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,191.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,233.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,256.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,0.0,321.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,0.0,436.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,16.0,570.0,0.0
09/27/2023,North Carolina,All Sexes,50-64 years,43.0,1535.0,19.0
09/27/2023,North Carolina,All Sexes,55-64 years,34.0,1200.0,15.0
09/27/2023,North Carolina,All Sexes,65-74 years,56.0,1892.0,20.0
09/27/2023,North Carolina,All Sexes,75-84 years,96.0,2451.0,35.0
09/27/2023,North Carolina,All Sexes,85 years and over,119.0,2377.0,38.0
09/27/2023,North Carolina,All Sexes,All Ages,406.0,10157.0,144.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,56.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,109.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,20.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,16.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,111.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,191.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,242.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,298.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,0.0,328.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,11.0,426.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,13.0,600.0,0.0
09/27/2023,North Carolina,All Sexes,50-64 years,44.0,1681.0,15.0
09/27/2023,North Carolina,All Sexes,55-64 years,37.0,1332.0,14.0
09/27/2023,North Carolina,All Sexes,65-74 years,65.0,2088.0,27.0
09/27/2023,North Carolina,All Sexes,75-84 years,133.0,2663.0,52.0
09/27/2023,North Carolina,All Sexes,85 years and over,145.0,2701.0,46.0
09/27/2023,North Carolina,All Sexes,All Ages,675.0,10067.0,271.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,69.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,117.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,10.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,18.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,112.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,195.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,248.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,283.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,0.0,328.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,0.0,407.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,12.0,583.0,0.0
09/27/2023,North Carolina,All Sexes,50-64 years,61.0,1623.0,28.0
09/27/2023,North Carolina,All Sexes,55-64 years,54.0,1257.0,26.0
09/27/2023,North Carolina,All Sexes,65-74 years,118.0,2039.0,53.0
09/27/2023,North Carolina,All Sexes,75-84 years,232.0,2692.0,76.0
09/27/2023,North Carolina,All Sexes,85 years and over,245.0,2711.0,106.0
09/27/2023,North Carolina,All Sexes,All Ages,347.0,8546.0,134.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,59.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,107.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,11.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,15.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,111.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,179.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,217.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,252.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,0.0,282.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,0.0,331.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,0.0,472.0,0.0
09/27/2023,North Carolina,All Sexes,50-64 years,28.0,1384.0,0.0
09/27/2023,North Carolina,All Sexes,55-64 years,23.0,1086.0,0.0
09/27/2023,North Carolina,All Sexes,65-74 years,81.0,1857.0,39.0
09/27/2023,North Carolina,All Sexes,75-84 years,105.0,2235.0,42.0
09/27/2023,North Carolina,All Sexes,85 years and over,120.0,2201.0,43.0
09/27/2023,North Carolina,All Sexes,All Ages,250.0,9340.0,92.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,67.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,115.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,10.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,23.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,97.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,176.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,226.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,287.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,0.0,333.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,0.0,379.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,0.0,531.0,0.0
09/27/2023,North Carolina,All Sexes,50-64 years,22.0,1549.0,0.0
09/27/2023,North Carolina,All Sexes,55-64 years,19.0,1219.0,0.0
09/27/2023,North Carolina,All Sexes,65-74 years,40.0,1961.0,16.0
09/27/2023,North Carolina,All Sexes,75-84 years,81.0,2403.0,34.0
09/27/2023,North Carolina,All Sexes,85 years and over,101.0,2470.0,33.0
09/27/2023,North Carolina,All Sexes,All Ages,154.0,8617.0,62.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,70.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,126.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,20.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,19.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,102.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,174.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,224.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,284.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,0.0,324.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,0.0,367.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,0.0,497.0,0.0
09/27/2023,North Carolina,All Sexes,50-64 years,26.0,1426.0,0.0
09/27/2023,North Carolina,All Sexes,55-64 years,23.0,1121.0,0.0
09/27/2023,North Carolina,All Sexes,65-74 years,39.0,1803.0,17.0
09/27/2023,North Carolina,All Sexes,75-84 years,44.0,2251.0,19.0
09/27/2023,North Carolina,All Sexes,85 years and over,43.0,2186.0,16.0
09/27/2023,North Carolina,All Sexes,All Ages,113.0,8700.0,42.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,56.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,112.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,14.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,19.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,126.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,204.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,236.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,305.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,0.0,344.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,0.0,386.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,0.0,561.0,0.0
09/27/2023,North Carolina,All Sexes,50-64 years,10.0,1466.0,0.0
09/27/2023,North Carolina,All Sexes,55-64 years,0.0,1117.0,0.0
09/27/2023,North Carolina,All Sexes,65-74 years,15.0,1820.0,0.0
09/27/2023,North Carolina,All Sexes,75-84 years,41.0,2211.0,16.0
09/27/2023,North Carolina,All Sexes,85 years and over,44.0,2196.0,14.0
09/27/2023,North Carolina,All Sexes,All Ages,87.0,8461.0,28.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,66.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,114.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,21.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,111.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,187.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,210.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,231.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,0.0,312.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,0.0,407.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,0.0,533.0,0.0
09/27/2023,North Carolina,All Sexes,50-64 years,0.0,1461.0,0.0
09/27/2023,North Carolina,All Sexes,55-64 years,0.0,1142.0,0.0
09/27/2023,North Carolina,All Sexes,65-74 years,16.0,1763.0,0.0
09/27/2023,North Carolina,All Sexes,75-84 years,33.0,2191.0,12.0
09/27/2023,North Carolina,All Sexes,85 years and over,30.0,2107.0,10.0
09/27/2023,North Carolina,All Sexes,All Ages,94.0,8502.0,38.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,55.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,112.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,14.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,19.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,117.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,192.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,241.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,288.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,0.0,329.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,0.0,377.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,0.0,510.0,0.0
09/27/2023,North Carolina,All Sexes,50-64 years,11.0,1420.0,0.0
09/27/2023,North Carolina,All Sexes,55-64 years,0.0,1104.0,0.0
09/27/2023,North Carolina,All Sexes,65-74 years,15.0,1821.0,0.0
09/27/2023,North Carolina,All Sexes,75-84 years,34.0,2147.0,17.0
09/27/2023,North Carolina,All Sexes,85 years and over,34.0,2145.0,14.0
09/27/2023,North Carolina,All Sexes,All Ages,143.0,8586.0,41.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,63.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,111.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,10.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,18.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,104.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,167.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,198.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,245.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,0.0,291.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,0.0,375.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,0.0,492.0,0.0
09/27/2023,North Carolina,All Sexes,50-64 years,0.0,1388.0,0.0
09/27/2023,North Carolina,All Sexes,55-64 years,0.0,1110.0,0.0
09/27/2023,North Carolina,All Sexes,65-74 years,20.0,1847.0,0.0
09/27/2023,North Carolina,All Sexes,75-84 years,43.0,2232.0,11.0
09/27/2023,North Carolina,All Sexes,85 years and over,66.0,2221.0,18.0
09/27/2023,North Carolina,All Sexes,All Ages,111.0,3915.0,42.0
09/27/2023,North Carolina,All Sexes,Under 1 year,0.0,15.0,0.0
09/27/2023,North Carolina,All Sexes,0-17 years,0.0,32.0,0.0
09/27/2023,North Carolina,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,North Carolina,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,North Carolina,All Sexes,15-24 years,0.0,27.0,0.0
09/27/2023,North Carolina,All Sexes,18-29 years,0.0,46.0,0.0
09/27/2023,North Carolina,All Sexes,25-34 years,0.0,81.0,0.0
09/27/2023,North Carolina,All Sexes,30-39 years,0.0,96.0,0.0
09/27/2023,North Carolina,All Sexes,35-44 years,0.0,92.0,0.0
09/27/2023,North Carolina,All Sexes,40-49 years,0.0,134.0,0.0
09/27/2023,North Carolina,All Sexes,45-54 years,0.0,186.0,0.0
09/27/2023,North Carolina,All Sexes,50-64 years,0.0,570.0,0.0
09/27/2023,North Carolina,All Sexes,55-64 years,0.0,467.0,0.0
09/27/2023,North Carolina,All Sexes,65-74 years,21.0,836.0,0.0
09/27/2023,North Carolina,All Sexes,75-84 years,36.0,1144.0,17.0
09/27/2023,North Carolina,All Sexes,85 years and over,44.0,1057.0,14.0
09/27/2023,North Dakota,All Sexes,All Ages,0.0,660.0,0.0
09/27/2023,North Dakota,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,North Dakota,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,North Dakota,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,North Dakota,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,North Dakota,All Sexes,15-24 years,0.0,0.0,0.0
09/27/2023,North Dakota,All Sexes,18-29 years,0.0,10.0,0.0
09/27/2023,North Dakota,All Sexes,25-34 years,0.0,13.0,0.0
09/27/2023,North Dakota,All Sexes,30-39 years,0.0,16.0,0.0
09/27/2023,North Dakota,All Sexes,35-44 years,0.0,22.0,0.0
09/27/2023,North Dakota,All Sexes,40-49 years,0.0,27.0,0.0
09/27/2023,North Dakota,All Sexes,45-54 years,0.0,28.0,0.0
09/27/2023,North Dakota,All Sexes,50-64 years,0.0,103.0,0.0
09/27/2023,North Dakota,All Sexes,55-64 years,0.0,89.0,0.0
09/27/2023,North Dakota,All Sexes,65-74 years,0.0,99.0,0.0
09/27/2023,North Dakota,All Sexes,75-84 years,0.0,158.0,0.0
