Data As Of,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia and COVID-19 Deaths
09/27/2023,Missouri,All Sexes,1-4 years,0.0,11.0,0.0
09/27/2023,Missouri,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Missouri,All Sexes,15-24 years,0.0,70.0,0.0
09/27/2023,Missouri,All Sexes,18-29 years,0.0,107.0,0.0
09/27/2023,Missouri,All Sexes,25-34 years,0.0,119.0,0.0
09/27/2023,Missouri,All Sexes,30-39 years,0.0,158.0,0.0
09/27/2023,Missouri,All Sexes,35-44 years,0.0,201.0,0.0
09/27/2023,Missouri,All Sexes,40-49 years,0.0,220.0,0.0
09/27/2023,Missouri,All Sexes,45-54 years,0.0,302.0,0.0
09/27/2023,Missouri,All Sexes,50-64 years,12.0,931.0,0.0
09/27/2023,Missouri,All Sexes,55-64 years,11.0,741.0,0.0
09/27/2023,Missouri,All Sexes,65-74 years,17.0,1216.0,0.0
09/27/2023,Missouri,All Sexes,75-84 years,37.0,1408.0,16.0
09/27/2023,Missouri,All Sexes,85 years and over,48.0,1444.0,20.0
09/27/2023,Missouri,All Sexes,All Ages,74.0,5610.0,30.0
09/27/2023,Missouri,All Sexes,Under 1 year,0.0,28.0,0.0
09/27/2023,Missouri,All Sexes,0-17 years,0.0,66.0,0.0
09/27/2023,Missouri,All Sexes,1-4 years,0.0,11.0,0.0
09/27/2023,Missouri,All Sexes,5-14 years,0.0,13.0,0.0
09/27/2023,Missouri,All Sexes,15-24 years,0.0,75.0,0.0
09/27/2023,Missouri,All Sexes,18-29 years,0.0,114.0,0.0
09/27/2023,Missouri,All Sexes,25-34 years,0.0,121.0,0.0
09/27/2023,Missouri,All Sexes,30-39 years,0.0,158.0,0.0
09/27/2023,Missouri,All Sexes,35-44 years,0.0,199.0,0.0
09/27/2023,Missouri,All Sexes,40-49 years,0.0,233.0,0.0
09/27/2023,Missouri,All Sexes,45-54 years,0.0,292.0,0.0
09/27/2023,Missouri,All Sexes,50-64 years,0.0,886.0,0.0
09/27/2023,Missouri,All Sexes,55-64 years,0.0,718.0,0.0
09/27/2023,Missouri,All Sexes,65-74 years,12.0,1155.0,0.0
09/27/2023,Missouri,All Sexes,75-84 years,28.0,1473.0,11.0
09/27/2023,Missouri,All Sexes,85 years and over,26.0,1525.0,10.0
09/27/2023,Missouri,All Sexes,All Ages,38.0,5382.0,13.0
09/27/2023,Missouri,All Sexes,Under 1 year,0.0,31.0,0.0
09/27/2023,Missouri,All Sexes,0-17 years,0.0,74.0,0.0
09/27/2023,Missouri,All Sexes,1-4 years,0.0,12.0,0.0
09/27/2023,Missouri,All Sexes,5-14 years,0.0,14.0,0.0
09/27/2023,Missouri,All Sexes,15-24 years,0.0,66.0,0.0
09/27/2023,Missouri,All Sexes,18-29 years,0.0,93.0,0.0
09/27/2023,Missouri,All Sexes,25-34 years,0.0,97.0,0.0
09/27/2023,Missouri,All Sexes,30-39 years,0.0,126.0,0.0
09/27/2023,Missouri,All Sexes,35-44 years,0.0,180.0,0.0
09/27/2023,Missouri,All Sexes,40-49 years,0.0,225.0,0.0
09/27/2023,Missouri,All Sexes,45-54 years,0.0,263.0,0.0
09/27/2023,Missouri,All Sexes,50-64 years,0.0,874.0,0.0
09/27/2023,Missouri,All Sexes,55-64 years,0.0,729.0,0.0
09/27/2023,Missouri,All Sexes,65-74 years,0.0,1137.0,0.0
09/27/2023,Missouri,All Sexes,75-84 years,13.0,1429.0,0.0
09/27/2023,Missouri,All Sexes,85 years and over,14.0,1424.0,0.0
09/27/2023,Missouri,All Sexes,All Ages,27.0,5178.0,0.0
09/27/2023,Missouri,All Sexes,Under 1 year,0.0,28.0,0.0
09/27/2023,Missouri,All Sexes,0-17 years,0.0,52.0,0.0
09/27/2023,Missouri,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Missouri,All Sexes,5-14 years,0.0,11.0,0.0
09/27/2023,Missouri,All Sexes,15-24 years,0.0,55.0,0.0
09/27/2023,Missouri,All Sexes,18-29 years,0.0,84.0,0.0
09/27/2023,Missouri,All Sexes,25-34 years,0.0,95.0,0.0
09/27/2023,Missouri,All Sexes,30-39 years,0.0,138.0,0.0
09/27/2023,Missouri,All Sexes,35-44 years,0.0,173.0,0.0
09/27/2023,Missouri,All Sexes,40-49 years,0.0,210.0,0.0
09/27/2023,Missouri,All Sexes,45-54 years,0.0,282.0,0.0
09/27/2023,Missouri,All Sexes,50-64 years,0.0,813.0,0.0
09/27/2023,Missouri,All Sexes,55-64 years,0.0,649.0,0.0
09/27/2023,Missouri,All Sexes,65-74 years,0.0,1177.0,0.0
09/27/2023,Missouri,All Sexes,75-84 years,0.0,1263.0,0.0
09/27/2023,Missouri,All Sexes,85 years and over,0.0,1441.0,0.0
09/27/2023,Missouri,All Sexes,All Ages,46.0,4926.0,19.0
09/27/2023,Missouri,All Sexes,Under 1 year,0.0,26.0,0.0
09/27/2023,Missouri,All Sexes,0-17 years,0.0,43.0,0.0
09/27/2023,Missouri,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Missouri,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Missouri,All Sexes,15-24 years,0.0,30.0,0.0
09/27/2023,Missouri,All Sexes,18-29 years,0.0,46.0,0.0
09/27/2023,Missouri,All Sexes,25-34 years,0.0,53.0,0.0
09/27/2023,Missouri,All Sexes,30-39 years,0.0,74.0,0.0
09/27/2023,Missouri,All Sexes,35-44 years,0.0,114.0,0.0
09/27/2023,Missouri,All Sexes,40-49 years,0.0,159.0,0.0
09/27/2023,Missouri,All Sexes,45-54 years,0.0,224.0,0.0
09/27/2023,Missouri,All Sexes,50-64 years,0.0,766.0,0.0
09/27/2023,Missouri,All Sexes,55-64 years,0.0,631.0,0.0
09/27/2023,Missouri,All Sexes,65-74 years,0.0,1075.0,0.0
09/27/2023,Missouri,All Sexes,75-84 years,17.0,1400.0,0.0
09/27/2023,Missouri,All Sexes,85 years and over,15.0,1363.0,0.0
09/27/2023,Missouri,All Sexes,All Ages,47.0,2457.0,26.0
09/27/2023,Missouri,All Sexes,Under 1 year,0.0,11.0,0.0
09/27/2023,Missouri,All Sexes,0-17 years,0.0,15.0,0.0
09/27/2023,Missouri,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Missouri,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Missouri,All Sexes,15-24 years,0.0,0.0,0.0
09/27/2023,Missouri,All Sexes,18-29 years,0.0,0.0,0.0
09/27/2023,Missouri,All Sexes,25-34 years,0.0,17.0,0.0
09/27/2023,Missouri,All Sexes,30-39 years,0.0,29.0,0.0
09/27/2023,Missouri,All Sexes,35-44 years,0.0,45.0,0.0
09/27/2023,Missouri,All Sexes,40-49 years,0.0,60.0,0.0
09/27/2023,Missouri,All Sexes,45-54 years,0.0,81.0,0.0
09/27/2023,Missouri,All Sexes,50-64 years,0.0,316.0,0.0
09/27/2023,Missouri,All Sexes,55-64 years,0.0,267.0,0.0
09/27/2023,Missouri,All Sexes,65-74 years,10.0,564.0,0.0
09/27/2023,Missouri,All Sexes,75-84 years,11.0,722.0,0.0
09/27/2023,Missouri,All Sexes,85 years and over,21.0,743.0,0.0
09/27/2023,Montana,All Sexes,All Ages,0.0,937.0,0.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,14.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,12.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,17.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,21.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,21.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,19.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,23.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,49.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,153.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,116.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,0.0,191.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,0.0,231.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,0.0,287.0,0.0
09/27/2023,Montana,All Sexes,All Ages,0.0,881.0,0.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,12.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,14.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,16.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,14.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,16.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,21.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,38.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,135.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,108.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,0.0,194.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,0.0,219.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,0.0,272.0,0.0
09/27/2023,Montana,All Sexes,All Ages,0.0,950.0,0.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,11.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,23.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,22.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,21.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,27.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,31.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,33.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,137.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,119.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,0.0,199.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,0.0,205.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,0.0,326.0,0.0
09/27/2023,Montana,All Sexes,All Ages,11.0,841.0,0.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,10.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,14.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,25.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,30.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,30.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,46.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,123.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,92.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,0.0,181.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,0.0,188.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,0.0,275.0,0.0
09/27/2023,Montana,All Sexes,All Ages,0.0,834.0,0.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,17.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,21.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,22.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,26.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,16.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,28.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,40.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,119.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,101.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,0.0,181.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,0.0,211.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,0.0,241.0,0.0
09/27/2023,Montana,All Sexes,All Ages,0.0,841.0,0.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,14.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,19.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,23.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,26.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,28.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,29.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,32.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,45.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,147.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,116.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,0.0,160.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,0.0,203.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,0.0,234.0,0.0
09/27/2023,Montana,All Sexes,All Ages,44.0,898.0,0.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,12.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,14.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,24.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,24.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,28.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,25.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,32.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,50.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,138.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,111.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,0.0,194.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,13.0,211.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,20.0,259.0,0.0
09/27/2023,Montana,All Sexes,All Ages,50.0,947.0,24.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,12.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,17.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,17.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,28.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,31.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,32.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,38.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,10.0,149.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,10.0,131.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,13.0,195.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,12.0,231.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,13.0,286.0,0.0
09/27/2023,Montana,All Sexes,All Ages,93.0,977.0,43.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,12.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,12.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,15.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,15.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,21.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,30.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,43.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,63.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,19.0,161.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,14.0,124.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,25.0,194.0,11.0
09/27/2023,Montana,All Sexes,75-84 years,20.0,251.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,21.0,280.0,0.0
09/27/2023,Montana,All Sexes,All Ages,279.0,1290.0,146.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,18.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,20.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,24.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,35.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,52.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,14.0,77.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,43.0,189.0,28.0
09/27/2023,Montana,All Sexes,55-64 years,33.0,143.0,21.0
09/27/2023,Montana,All Sexes,65-74 years,57.0,263.0,32.0
09/27/2023,Montana,All Sexes,75-84 years,81.0,337.0,47.0
09/27/2023,Montana,All Sexes,85 years and over,87.0,403.0,32.0
09/27/2023,Montana,All Sexes,All Ages,405.0,1325.0,198.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,13.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,16.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,24.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,28.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,32.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,37.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,10.0,48.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,17.0,62.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,54.0,178.0,31.0
09/27/2023,Montana,All Sexes,55-64 years,44.0,142.0,26.0
09/27/2023,Montana,All Sexes,65-74 years,87.0,263.0,57.0
09/27/2023,Montana,All Sexes,75-84 years,107.0,358.0,58.0
09/27/2023,Montana,All Sexes,85 years and over,142.0,409.0,47.0
09/27/2023,Montana,All Sexes,All Ages,376.0,1287.0,181.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,11.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,16.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,29.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,38.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,37.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,47.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,36.0,177.0,16.0
09/27/2023,Montana,All Sexes,55-64 years,31.0,148.0,15.0
09/27/2023,Montana,All Sexes,65-74 years,78.0,251.0,39.0
09/27/2023,Montana,All Sexes,75-84 years,126.0,375.0,75.0
09/27/2023,Montana,All Sexes,85 years and over,125.0,400.0,46.0
09/27/2023,Montana,All Sexes,All Ages,179.0,1049.0,80.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,11.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,20.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,18.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,26.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,31.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,37.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,56.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,23.0,164.0,12.0
09/27/2023,Montana,All Sexes,55-64 years,20.0,133.0,12.0
09/27/2023,Montana,All Sexes,65-74 years,38.0,211.0,20.0
09/27/2023,Montana,All Sexes,75-84 years,54.0,272.0,23.0
09/27/2023,Montana,All Sexes,85 years and over,62.0,310.0,24.0
09/27/2023,Montana,All Sexes,All Ages,75.0,867.0,37.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,15.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,13.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,15.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,16.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,18.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,23.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,31.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,44.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,134.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,107.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,21.0,171.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,22.0,235.0,14.0
09/27/2023,Montana,All Sexes,85 years and over,21.0,248.0,0.0
09/27/2023,Montana,All Sexes,All Ages,61.0,887.0,22.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,12.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,10.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,20.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,20.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,20.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,31.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,38.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,48.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,136.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,109.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,13.0,186.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,19.0,213.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,18.0,262.0,0.0
09/27/2023,Montana,All Sexes,All Ages,33.0,905.0,15.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,14.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,24.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,25.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,29.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,29.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,42.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,55.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,149.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,123.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,0.0,186.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,12.0,229.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,10.0,239.0,0.0
09/27/2023,Montana,All Sexes,All Ages,30.0,910.0,24.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,10.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,11.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,13.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,32.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,38.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,39.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,49.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,137.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,112.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,0.0,188.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,12.0,232.0,10.0
09/27/2023,Montana,All Sexes,85 years and over,0.0,264.0,0.0
09/27/2023,Montana,All Sexes,All Ages,39.0,944.0,21.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,15.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,19.0,0.0
