city,state_name,lat,lng,population,density
Mongaup Valley,New York,41.676,-74.7831,352,53.0
Wiley,Colorado,38.1553,-102.7193,352,333.2
Lexington,Georgia,33.8701,-83.1102,351,323.4
St. Paul,Alaska,57.1815,-170.2743,351,3.6
Sadorus,Illinois,39.9669,-88.3451,351,134.2
Winthrop,Washington,48.4715,-120.1792,351,136.8
Pine Valley,Utah,37.3904,-113.5061,351,13.8
Beecher City,Illinois,39.1867,-88.7877,351,160.8
Lore City,Ohio,39.9832,-81.46,351,178.2
Gaastra,Michigan,46.0557,-88.605,351,77.9
Cazadero,California,38.5265,-123.0978,351,18.4
Tennyson,Wisconsin,42.6907,-90.6868,351,250.8
Uniontown,Washington,46.5391,-117.0861,351,114.3
Mount Enterprise,Texas,31.9113,-94.6826,351,80.1
Hardesty,Oklahoma,36.6148,-101.1936,351,199.3
New Albany,Pennsylvania,41.6003,-76.4445,351,245.8
Keats,Kansas,39.2217,-96.7109,351,176.0
East Point,Alabama,34.1857,-86.7928,351,143.7
Salem,Georgia,32.7588,-84.1933,351,15.7
Seltzer,Pennsylvania,40.696,-76.2366,351,580.6
Eden,Idaho,42.6053,-114.209,350,413.3
Cedar Hill Lakes,Missouri,38.33,-90.6577,350,276.6
Rocky Boy's Agency,Montana,48.259,-109.7648,350,15.9
Mitchell Heights,West Virginia,37.9087,-81.9867,350,94.1
Mingoville,Pennsylvania,40.9369,-77.6596,350,72.1
Arcadia,Nebraska,41.4249,-99.1261,350,246.1
Kidder,Missouri,39.7822,-94.1023,350,315.7
Loda,Illinois,40.516,-88.0756,350,90.8
Magnolia,Delaware,39.0714,-75.476,350,583.4
Fairmount,North Dakota,46.0547,-96.6029,350,425.0
Rincon,New Mexico,32.6726,-107.0759,350,180.9
Altamahaw,North Carolina,36.1868,-79.5051,350,105.0
Mount Hood,Oregon,45.5339,-121.5662,350,88.9
Milton,Indiana,39.7862,-85.1562,349,544.7
Sandusky,Iowa,40.4579,-91.3868,349,84.5
Cloud Lake,Florida,26.6743,-80.0731,349,959.0
Grosse Tete,Louisiana,30.4148,-91.4395,349,135.2
Lacona,Iowa,41.1901,-93.385,349,237.8
Stuckey,South Carolina,33.7321,-79.5132,349,144.2
Green Camp,Ohio,40.5322,-83.2077,349,135.9
Bradley,Oklahoma,34.878,-97.7088,349,106.6
Worthington,Iowa,42.398,-91.1207,349,307.4
Ute,Iowa,42.0503,-95.7058,349,260.8
Mercer,Missouri,40.5106,-93.5299,349,324.0
Creedmoor,Texas,30.0739,-97.7372,349,21.6
Pigeon Falls,Wisconsin,44.4247,-91.2082,349,356.7
Belle Rive,Illinois,38.2317,-88.7405,349,142.2
Sheldahl,Iowa,41.8646,-93.6967,349,162.2
Atalissa,Iowa,41.5715,-91.1664,349,247.2
Angie,Louisiana,30.9633,-89.8177,349,89.7
Coalton,Illinois,39.2848,-89.303,349,245.7
Leasburg,Missouri,38.095,-91.2952,349,321.4
Iron Horse,California,39.7805,-120.4824,349,14.5
Fairhaven,Minnesota,45.3231,-94.204,349,80.3
East Rocky Hill,New Jersey,40.4079,-74.6128,349,31.0
Bethel,Delaware,38.5711,-75.6195,348,354.1
Oswego,South Carolina,34.0056,-80.2862,348,63.1
Sand City,California,36.6184,-121.8477,348,225.8
Hunker,Pennsylvania,40.2041,-79.6154,348,232.6
Donalds,South Carolina,34.3766,-82.3467,348,145.3
Twin Groves,Arkansas,35.3187,-92.4253,348,26.5
Lyman,Washington,48.523,-122.0634,348,159.3
Cedar Hill,Tennessee,36.5512,-87.001,348,167.9
Eureka,Wisconsin,44.0074,-88.8425,348,149.9
Douglassville,Texas,33.1917,-94.3519,348,20.3
Irwin,Iowa,41.7901,-95.2068,348,215.7
Pleasanton,New Mexico,33.2759,-108.8792,348,88.7
Sardis,Tennessee,35.4424,-88.2913,348,56.5
Advance,Michigan,45.2161,-85.0807,348,52.8
Gila,New Mexico,32.9485,-108.5762,348,7.2
Lostine,Oregon,45.4868,-117.4296,348,247.2
Copper Mountain,Colorado,39.4769,-106.2011,348,5.5
Swall Meadows,California,37.5061,-118.6426,348,33.7
Owensburg,Indiana,38.9305,-86.7292,347,25.4
Schellsburg,Pennsylvania,40.0481,-78.6434,347,280.4
Stapleton,Georgia,33.2169,-82.4672,347,80.6
Alsace Manor,Pennsylvania,40.3973,-75.8548,347,489.5
Fire Island,New York,40.6781,-73.0709,347,15.5
Altoona,Kansas,37.5249,-95.6615,347,197.5
Letts,Iowa,41.3301,-91.2354,347,227.6
Braswell,Georgia,33.9836,-84.9591,347,45.8
Langlois,Oregon,42.9259,-124.4532,347,100.2
South Haven,Kansas,37.0495,-97.4013,347,150.7
Dewey Beach,Delaware,38.6958,-75.0749,347,471.0
Marine View,Washington,46.9637,-119.3508,347,187.6
Shonto,Arizona,36.5893,-110.6607,347,30.2
Glenwood,Indiana,39.6256,-85.3025,347,156.6
Mad River,California,40.4325,-123.492,347,3.7
Inchelium,Washington,48.3379,-118.2372,347,4.7
Moro,Oregon,45.4837,-120.7333,347,253.8
Swan Quarter,North Carolina,35.4109,-76.325,346,41.2
Newsoms,Virginia,36.6262,-77.1248,346,292.0
Lingle,Wyoming,42.1388,-104.3461,346,561.7
Marquette,Wisconsin,43.7464,-89.1384,346,144.3
Vicco,Kentucky,37.2161,-83.0609,346,180.9
Rushville,Ohio,39.7644,-82.4304,346,372.9
Charlotte,Iowa,41.9621,-90.4682,346,255.5
Bellflower,Missouri,39.0038,-91.3521,346,232.0
Norman,Arkansas,34.4584,-93.6791,346,151.4
Kremlin,Oklahoma,36.5467,-97.8321,346,293.5
Breedsville,Michigan,42.3489,-86.0716,346,218.4
Fulton,Ohio,40.463,-82.8283,346,296.3
Howardwick,Texas,35.0348,-100.9079,346,79.2
Imbler,Oregon,45.4621,-117.9632,346,375.8
Trenton,South Carolina,33.7401,-81.8404,346,81.4
Butler,Tennessee,36.3562,-82.0347,346,197.9
Pakala Village,Hawaii,21.9445,-159.6436,346,73.2
Walker,Missouri,37.8989,-94.2307,345,221.7
Hanoverton,Ohio,40.7547,-80.9355,345,172.1
Pleasant Valley,Connecticut,41.9083,-72.9924,345,370.1
Montpelier,Louisiana,30.6823,-90.6545,345,66.8
Neosho Rapids,Kansas,38.3685,-95.9916,345,279.1
McLain,Mississippi,31.1037,-88.8239,345,37.7
Streetman,Texas,31.8787,-96.3306,345,88.9
East Cape Girardeau,Illinois,37.2957,-89.4869,345,84.5
White Stone,Virginia,37.644,-76.3897,345,109.7
Creekside,Kentucky,38.2914,-85.5701,345,1047.0
Copper Center,Alaska,61.9845,-145.3544,345,8.7
Weston,Pennsylvania,40.9428,-76.14,345,287.8
Olivet,Illinois,39.9461,-87.6396,345,98.4
Center Ridge,Arkansas,35.3796,-92.5694,345,22.1
Finesville,New Jersey,40.611,-75.1738,345,49.6
New Douglas,Illinois,38.9697,-89.6665,344,118.3
Butteville,Oregon,45.2562,-122.8357,344,116.7
McEwensville,Pennsylvania,41.0723,-76.8188,344,388.4
Centennial,Wyoming,41.3005,-106.1355,344,6.9
Etowah,Arkansas,35.7225,-90.2321,344,21.1
Plymouth,Utah,41.8734,-112.1454,344,170.0
Tupelo,Oklahoma,34.6027,-96.4208,344,301.4
Cofield,North Carolina,36.3567,-76.9106,344,51.8
Blanca,Colorado,37.4393,-105.5135,344,88.5
Afton,Virginia,38.0266,-78.8357,344,84.4
Rocky Ridge,Ohio,41.531,-83.2126,344,156.1
Chance,Maryland,38.1772,-75.9366,344,95.5
Gatewood,West Virginia,38.0052,-81.0663,344,101.1
Chicopee,Kansas,37.3835,-94.7444,344,65.1
Medicine Bow,Wyoming,41.8995,-106.2019,343,30.4
Seama,New Mexico,35.0429,-107.5272,343,17.7
Dayville,Connecticut,41.8443,-71.8823,343,182.2
Amazonia,Missouri,39.8888,-94.8927,343,282.4
Ranshaw,Pennsylvania,40.7856,-76.5172,343,512.4
Bigelow,Arkansas,34.9975,-92.6315,343,169.3
Grantsville,West Virginia,38.9204,-81.0933,343,468.5
Goodlow,Texas,32.1091,-96.2152,343,82.3
Hillcrest Heights,Florida,27.8083,-81.5695,343,0.0
Remer,Minnesota,47.0569,-93.9126,343,99.7
Hope,North Dakota,47.3244,-97.7191,343,171.9
Villa Pancho,Texas,25.8844,-97.4157,343,375.6
Casnovia,Michigan,43.2336,-85.7895,343,101.7
South Wayne,Wisconsin,42.5676,-89.8763,343,173.1
Montreat,North Carolina,35.6478,-82.3001,343,51.3
Blevins,Arkansas,33.8716,-93.5778,343,153.8
Mayfield,Utah,39.1193,-111.7079,343,166.1
Dowell,Illinois,37.9396,-89.2391,343,352.4
Chewsville,Maryland,39.6484,-77.6311,343,139.2
Canada Creek Ranch,Michigan,45.1738,-84.2128,343,49.8
Donaldson,Pennsylvania,40.6363,-76.4056,343,321.7
Constableville,New York,43.5649,-75.4281,342,122.6
Gilbert,West Virginia,37.6142,-81.8689,342,144.0
Chauncey,Georgia,32.1059,-83.0646,342,73.2
Bowman,Tennessee,36.0586,-85.0305,342,15.4
Kingston,Michigan,43.4128,-83.1863,342,134.9
Reynolds,North Dakota,47.6685,-97.106,342,147.8
Bradfordsville,Kentucky,37.4943,-85.1481,342,319.9
Jewell,Kansas,39.6715,-98.1525,342,366.6
Paint Rock,Texas,31.5101,-99.9253,342,83.6
Accident,Maryland,39.6257,-79.32,342,287.4
Apple River,Illinois,42.5022,-90.0937,342,182.5
Hunters Hollow,Kentucky,38.0784,-85.6934,342,1575.6
Franklin,New York,42.3415,-75.1659,342,195.7
Gannett,Idaho,43.357,-114.1756,342,57.2
Turin,Georgia,33.3234,-84.6374,342,91.3
Meadowlands,Pennsylvania,40.2173,-80.2302,342,297.1
Bedford,Kentucky,38.5954,-85.3174,342,432.4
Grand View,Idaho,42.9839,-116.0917,342,235.8
Stickleyville,Virginia,36.7091,-82.9116,341,45.0
Monterey,Indiana,41.156,-86.4821,341,148.9
Kendleton,Texas,29.4469,-96.0012,341,114.9
Deer Park,Maryland,39.424,-79.326,341,128.3
Annona,Texas,33.5818,-94.9131,341,179.4
Merna,Nebraska,41.4852,-99.7611,341,248.7
Topaz,California,38.6356,-119.5047,341,11.7
Odessa,Delaware,39.4565,-75.6605,341,267.9
Willard,New Mexico,34.5948,-106.0325,341,136.9
Arpin,Wisconsin,44.5394,-90.0315,341,149.9
Vinton,Ohio,38.9776,-82.3374,341,100.7
Weston,Idaho,42.0369,-111.9783,341,89.4
Kelliher,Minnesota,47.9438,-94.4446,341,48.9
Trilby,Florida,28.4564,-82.194,341,115.5
Ridgeway,Ohio,40.5122,-83.5692,341,238.1
Magnetic Springs,Ohio,40.3535,-83.2626,341,458.5
Waukau,Wisconsin,43.9862,-88.7705,341,65.3
Ramer,Tennessee,35.0718,-88.6147,341,78.3
Indian Wells,Arizona,35.4089,-110.1062,341,12.4
Stewart,Ohio,39.308,-81.8974,341,210.9
Shorehaven,New York,41.5555,-73.6631,340,130.1
Clarington,Ohio,39.7763,-80.8647,340,109.3
Milton,Kansas,37.4432,-97.7694,340,26.0
Bloomburg,Texas,33.1378,-94.0591,340,139.2
Dumas,Mississippi,34.6381,-88.8431,340,40.1
Hebron,Wisconsin,42.9232,-88.6916,340,49.7
Ryan,Iowa,42.3524,-91.4849,340,300.0
Mentone,Alabama,34.5655,-85.5846,340,29.4
Eureka,Nevada,39.5112,-115.9658,340,122.8
Emigrant,Montana,45.3755,-110.7465,340,10.8
Garceno,Texas,26.4122,-98.9406,340,392.6
Prairie City,Illinois,40.621,-90.4649,340,157.1
Gallatin,Texas,31.8969,-95.152,339,26.2
Malta,Idaho,42.3075,-113.3694,339,100.8
Williamsburg,Kansas,38.4807,-95.4681,339,135.2
Howell,Utah,41.7733,-112.445,339,3.8
Hosston,Louisiana,32.885,-93.8814,339,42.3
Reeltown,Alabama,32.5788,-85.8189,339,18.7
Kunkle,Ohio,41.636,-84.4943,339,286.6
Summerfield,Illinois,38.5957,-89.7497,339,252.6
Keswick,Virginia,38.0127,-78.3613,339,61.8
Grey Eagle,Minnesota,45.8245,-94.7492,339,248.0
Pullman,West Virginia,39.188,-80.949,339,112.4
Saratoga,North Carolina,35.6537,-77.7756,339,225.9
Clay Springs,Arizona,34.3593,-110.3044,339,58.9
Marlin,Pennsylvania,40.679,-76.244,339,558.9
Drake,North Dakota,47.9226,-100.3745,339,74.2
El Chaparral,Texas,26.3489,-98.7673,339,666.4
South Heights,Pennsylvania,40.5746,-80.2364,339,491.8
Kilbourne,Illinois,40.1519,-90.0115,339,152.0
New Galilee,Pennsylvania,40.8335,-80.4011,339,230.3
Long,Oklahoma,35.4993,-94.547,339,16.7
Woodburn,Kentucky,36.8421,-86.5301,339,332.7
New Richmond,West Virginia,37.5734,-81.487,339,259.1
Centertown,Tennessee,35.7251,-85.9197,339,135.3
Corral Viejo,Puerto Rico,18.0755,-66.6523,339,186.6
Duncombe,Iowa,42.4698,-93.9968,338,67.1
Coram,Montana,48.4306,-114.0444,338,31.4
Vernon,Arizona,34.2508,-109.6926,338,115.3
Clarence,Louisiana,31.8198,-93.0292,338,80.8
Startex,South Carolina,34.9305,-82.0942,338,193.8
Bayview,North Carolina,35.4414,-76.7928,338,173.0
Goodville,Pennsylvania,40.128,-76.0046,338,83.7
Belgium,Illinois,40.0607,-87.6328,338,341.1
Pratt,West Virginia,38.2082,-81.3869,338,147.3
Potter,Nebraska,41.2244,-103.1905,338,94.2
Brisbin,Pennsylvania,40.8395,-78.3526,338,174.6
West Manchester,Ohio,39.9034,-84.6263,338,457.5
Turah,Montana,46.8397,-113.825,338,89.4
Iliff,Colorado,40.7592,-103.0661,338,198.9
Ballantine,Montana,45.9511,-108.1428,338,149.4
Waldo,Ohio,40.4598,-83.0848,338,215.8
Rader Creek,Montana,45.8456,-112.3161,338,5.6
Lakeshore Gardens-Hidden Acres,Texas,28.1235,-97.8653,337,99.2
Mystic,Iowa,40.7792,-92.9446,337,41.6
Pukwana,South Dakota,43.7792,-99.1843,337,179.3
Drummond,Montana,46.6665,-113.1471,337,205.2
Delta,Iowa,41.3228,-92.3305,337,136.2
Poyen,Arkansas,34.3242,-92.642,337,171.0
Belview,Minnesota,44.6065,-95.3287,337,154.2
Olmito and Olmito,Texas,26.34,-98.642,337,306.4
South Toledo Bend,Texas,31.1568,-93.6074,337,49.6
Nehalem,Oregon,45.7196,-123.8941,337,360.6
Xenia,Illinois,38.6373,-88.6375,337,285.8
New Riegel,Ohio,41.052,-83.3191,337,245.0
Petersburg,Pennsylvania,40.5727,-78.0506,337,60.0
Notchietown,Oklahoma,35.5857,-95.0901,337,7.3
Cumberland Gap,Tennessee,36.5974,-83.6658,337,524.3
Eastlake,Michigan,44.2449,-86.2927,337,121.2
Richmond Dale,Ohio,39.2042,-82.8121,337,450.9
Woodbury,Pennsylvania,40.2255,-78.366,336,289.0
Froid,Montana,48.338,-104.4909,336,237.8
Gans,Oklahoma,35.3874,-94.6946,336,394.8
Bridgewater,South Dakota,43.5502,-97.4984,336,110.5
Mifflin,Pennsylvania,40.5686,-77.4046,336,1170.4
Beaverville,Illinois,40.9534,-87.6546,336,469.5
Rennert,North Carolina,34.8142,-79.0791,336,140.1
Sterling,Utah,39.1934,-111.6904,336,176.8
Ravenden,Arkansas,36.2417,-91.2511,336,77.9
Noma,Florida,30.9802,-85.6223,336,107.4
Cerro Gordo,North Carolina,34.3226,-78.9286,336,157.4
Northmoor,Missouri,39.1845,-94.6054,336,466.1
Pulaski,Iowa,40.6942,-92.2739,336,318.8
Elberta,Utah,39.9559,-111.9569,336,110.7
Windthorst,Texas,33.576,-98.4348,336,51.8
Camp Dennison,Ohio,39.1933,-84.2899,336,248.7
Kistler,Pennsylvania,40.3769,-77.8654,336,202.7
Spalding,Nebraska,41.6892,-98.3626,335,491.8
Adelphi,Ohio,39.4647,-82.7456,335,398.7
Lowry,Minnesota,45.705,-95.519,335,290.9
Eagle Bend,Mississippi,32.5227,-91.0229,335,116.5
Forest Hills,North Carolina,35.2958,-83.1955,335,253.2
Altenburg,Missouri,37.6304,-89.586,335,126.9
Earl Park,Indiana,40.6856,-87.4201,335,147.4
Lodge Pole,Montana,48.0272,-108.5518,335,9.9
Frizzleburg,Pennsylvania,41.0742,-80.449,335,46.5
Ben Avon Heights,Pennsylvania,40.5125,-80.0731,335,706.9
Rico,Colorado,37.6891,-108.0316,335,97.9
Clarksburg,Missouri,38.6611,-92.666,335,187.3
Waverly,Kentucky,37.7092,-87.8146,335,184.5
Sugar Bush Knolls,Ohio,41.2038,-81.3472,335,350.2
Williamsville,Missouri,36.9737,-90.548,335,282.0
Brandon,Iowa,42.3151,-92.0034,335,326.0
Saltillo,Pennsylvania,40.2117,-78.0062,335,433.6
Railroad,Pennsylvania,39.7596,-76.6961,335,194.2
Bulger,Pennsylvania,40.3767,-80.323,335,110.6
Marland,Oklahoma,36.5611,-97.1529,335,244.0
Ste. Marie,Illinois,38.93,-88.0278,335,124.7
Rolling Prairie,Indiana,41.6743,-86.6207,334,149.2
Friesville,Pennsylvania,40.2943,-78.4634,334,175.9
Grandfalls,Texas,31.3405,-102.8544,334,302.5
Phippsburg,Colorado,40.2302,-106.9508,334,67.4
Callao,Missouri,39.7621,-92.6237,334,238.4
Dover,North Carolina,35.2155,-77.4338,334,113.9
Pound,Wisconsin,45.0956,-88.0334,334,175.0
Campbell,Nebraska,40.2963,-98.7316,334,318.6
Pikes Creek,Pennsylvania,41.3085,-76.1028,334,117.3
Belleville,New York,43.7893,-76.1153,334,163.8
Hop Bottom,Pennsylvania,41.7053,-75.7674,334,206.6
Weldon,Illinois,40.1216,-88.7497,334,349.0
McHenry,Kentucky,37.3795,-86.9226,334,186.2
Dendron,Virginia,37.0364,-76.9241,334,37.5
Birch Hill,Wisconsin,46.5209,-90.5555,334,128.4
Delaware Park,New Jersey,40.7051,-75.1883,334,1331.7
Alexander,North Dakota,47.8393,-103.6426,333,80.5
Terril,Iowa,43.3058,-94.9689,333,244.1
West Okoboji,Iowa,43.3489,-95.1635,333,106.2
Rudyard,Montana,48.5599,-110.55,333,94.4
Clarks,Nebraska,41.2163,-97.8394,333,140.0
Greasewood,Arizona,35.5279,-109.8614,333,29.5
Westwood,Missouri,38.6435,-90.4335,333,192.8
Monterey,Louisiana,31.4436,-91.7191,333,50.6
Sanborn,Minnesota,44.2098,-95.1297,333,56.3
Yantis,Texas,32.9305,-95.5761,333,73.0
Nageezi,New Mexico,36.2488,-107.7471,333,7.3
Ivor,Virginia,36.9052,-76.8978,333,141.7
Savannah,Ohio,40.9666,-82.3661,333,220.5
Winchester Bay,Oregon,43.6729,-124.1828,333,46.1
Rensselaer Falls,New York,44.5909,-75.319,333,309.3
Rockhill,Pennsylvania,40.241,-77.8995,333,68.7
Lee,Illinois,41.7955,-88.9417,333,272.3
Hilham,Tennessee,36.41,-85.4421,333,29.9
Lunenburg,Vermont,44.457,-71.6803,333,57.2
Mount Clare,Illinois,39.1003,-89.8252,332,92.9
Bloxom,Virginia,37.8292,-75.6214,332,302.5
Blunt,South Dakota,44.5159,-99.9885,332,303.5
Martinsburg,Ohio,40.2696,-82.3543,332,385.0
Arimo,Idaho,42.5601,-112.173,332,281.2
Gilbertsville,New York,42.4693,-75.3226,332,114.8
Chewton,Pennsylvania,40.8946,-80.3208,332,96.4
Boneau,Montana,48.2926,-109.8632,332,47.2
Rayville,Missouri,39.3463,-94.0651,332,202.1
Jacksonville,Ohio,39.4761,-82.0796,332,473.8
Humbird,Wisconsin,44.5295,-90.8862,332,114.8
Lake Almanor Peninsula,California,40.2813,-121.1345,332,48.6
Gilmore,Maryland,39.5831,-78.9513,332,135.7
Adamsville,Ohio,40.0689,-81.8826,332,145.6
Ghent,Kentucky,38.734,-85.0614,332,304.0
Mill Creek,Pennsylvania,40.4373,-77.9307,331,303.6
Bassfield,Mississippi,31.4959,-89.7449,331,93.1
Delaware,Oklahoma,36.779,-95.6425,331,380.4
Dixie Inn,Louisiana,32.5968,-93.3317,331,218.1
Buffalo,Kansas,37.709,-95.697,331,162.6
Bear Creek,Wisconsin,44.5313,-88.7275,331,144.9
Cambridge,Idaho,44.5719,-116.6778,331,181.9
Mansfield,Washington,47.8119,-119.6379,331,331.0
Glenn Springs,South Carolina,34.8134,-81.8415,331,40.2
Tyonek,Alaska,61.0734,-151.333,331,2.4
Blandburg,Pennsylvania,40.6837,-78.4159,331,286.3
Bethania,North Carolina,36.1808,-80.3376,331,199.7
Boyne Falls,Michigan,45.1678,-84.9131,331,235.8
Quonochontaug,Rhode Island,41.3447,-71.7059,331,121.3
Blythedale,Missouri,40.4752,-93.928,331,123.3
Rock Island Arsenal,Illinois,41.5169,-90.5409,331,86.7
Gardner,Florida,27.3537,-81.7895,331,18.4
Nesika Beach,Oregon,42.5045,-124.4065,331,59.7
Boykin,Alabama,32.0696,-87.2915,330,75.1
Clearwater,Nebraska,42.1707,-98.1897,330,361.8
Irving,Illinois,39.2055,-89.4052,330,146.4
Spring Mill,Kentucky,38.1436,-85.6315,330,1559.1
Hoytville,Ohio,41.19,-83.7843,330,165.6
Martinton,Illinois,40.9153,-87.7264,330,312.2
Creighton,Missouri,38.4966,-94.0721,330,521.4
Gladstone,North Dakota,46.8595,-102.5701,330,99.1
Riverside,Oregon,45.6768,-118.7368,330,174.1
Pawnee Rock,Kansas,38.2649,-98.9823,330,108.0
Shaktoolik,Alaska,64.3568,-161.1973,330,117.2
Jasper,Michigan,41.7859,-84.0403,330,32.9
Hornsby,Tennessee,35.2285,-88.8293,330,154.9
La Yuca,Puerto Rico,18.0727,-66.6077,330,1335.9
Harperville,Mississippi,32.4928,-89.4879,330,98.0
Bremen,Kentucky,37.3623,-87.2201,330,200.7
Soldier Creek,South Dakota,43.3237,-100.8883,330,16.6
Glen Acres,New Mexico,32.375,-108.7162,330,75.8
Clifton,Virginia,38.7802,-77.3866,330,408.5
Au Sable Forks,New York,44.4507,-73.6738,330,64.8
Fallon,Montana,46.8373,-105.127,330,16.3
East Altoona,Pennsylvania,40.5469,-78.3636,329,488.7
Macedonia,Iowa,41.1922,-95.4266,329,81.6
Toccopola,Mississippi,34.2561,-89.2211,329,13.6
Miamiville,Ohio,39.2123,-84.3001,329,297.9
Coleville,California,38.5806,-119.5029,329,7.1
Salesville,Arkansas,36.241,-92.2769,329,25.8
Fredonia,Pennsylvania,41.3219,-80.2581,329,354.5
Chancellor,South Dakota,43.3719,-96.9875,329,344.9
Skyland,Nevada,39.0265,-119.9221,329,23.1
Repton,Alabama,31.4096,-87.2394,329,177.5
Barrera,Texas,26.3925,-98.8985,329,509.6
Dyess,Arkansas,35.5893,-90.2133,329,118.6
Bigfork,Minnesota,47.7473,-93.6525,328,87.2
Barrett,Minnesota,45.9124,-95.8943,328,67.4
Burdett,Kansas,38.1935,-99.5264,328,233.4
Talmo,Georgia,34.1831,-83.721,328,30.5
Proctorsville,Vermont,43.381,-72.6373,328,136.3
Parrottsville,Tennessee,36.0082,-83.0916,328,172.5
Otis,Kansas,38.5347,-99.0533,328,259.6
Deweyville,Utah,41.693,-112.0883,328,22.4
Smithville,Georgia,31.9011,-84.2552,328,70.1
Scipio,Indiana,39.0771,-85.716,328,103.6
McVeytown,Pennsylvania,40.4981,-77.7415,328,339.0
Elrod,North Carolina,34.6072,-79.2307,328,37.8
East Laurinburg,North Carolina,34.7691,-79.445,328,677.6
Centertown,Missouri,38.618,-92.409,328,125.9
Wausau,Florida,30.6334,-85.5874,328,132.9
Nelson,Wisconsin,44.4213,-92.0041,328,88.7
Twin Oaks,Oklahoma,36.1974,-94.8378,328,27.6
Wales,Utah,39.4851,-111.6361,328,365.5
Bell,Oklahoma,35.7366,-94.5677,328,32.0
Hitterdal,Minnesota,46.9778,-96.2584,328,142.7
Adams Run,South Carolina,32.7219,-80.3465,328,210.3
Olmsted,Illinois,37.1827,-89.0849,328,43.6
Hackberry,Arizona,35.3401,-113.7256,328,4.2
New Troy,Michigan,41.879,-86.5475,328,114.0
Vernon,California,34.0019,-118.2105,328,19.2
Missouri City,Missouri,39.2383,-94.3026,327,178.2
Little Rock,Oklahoma,36.217,-95.0926,327,11.0
Deseret,Utah,39.2876,-112.6511,327,31.3
Yankee Hill,California,39.7007,-121.5147,327,16.4
Utica,Kentucky,37.6028,-87.1126,327,164.0
Eckley,Colorado,40.1124,-102.4883,327,272.7
Mekoryuk,Alaska,60.3704,-166.267,327,14.3
Gridley,Kansas,38.1007,-95.8826,327,320.2
Eagle,Pennsylvania,40.0764,-75.6855,327,254.3
Arcadia,Kansas,37.6412,-94.624,327,368.7
Kempton,Illinois,40.9354,-88.2363,327,320.7
Quitaque,Texas,34.3674,-101.0556,327,173.5
Wynona,Oklahoma,36.5458,-96.3264,327,204.6
Rockholds,Kentucky,36.8308,-84.1131,327,66.4
Taylor,Mississippi,34.2691,-89.5833,326,39.3
Calhoun,Missouri,38.4683,-93.6251,326,127.1
Williams,Iowa,42.4892,-93.5412,326,148.7
Mead,Oklahoma,33.9979,-96.5187,326,39.2
Clayville,New York,42.9748,-75.2489,326,230.4
Dix,Nebraska,41.2342,-103.4867,326,159.3
New Munster,Wisconsin,42.5758,-88.2311,326,96.9
Savage,Montana,47.4536,-104.3414,326,126.0
Irondale,Ohio,40.5728,-80.7259,326,103.6
Emmons,Minnesota,43.5071,-93.485,326,153.7
Edom,Texas,32.3743,-95.6099,326,51.6
Springboro,Pennsylvania,41.8006,-80.3717,326,140.8
Glenview Hills,Kentucky,38.2951,-85.6382,326,810.4
Hamilton,Washington,48.5283,-121.9839,326,100.3
Gordonville,Alabama,32.1489,-86.6995,326,16.2
Brownsdale,Florida,30.8859,-87.2218,326,16.6
Elrama,Pennsylvania,40.2517,-79.9243,326,463.7
Clarendon,Pennsylvania,41.7806,-79.094,326,357.3
Edison,California,35.3473,-118.8698,326,41.6
Louin,Mississippi,32.0722,-89.2627,325,26.0
Salisbury Mills,New York,41.4308,-74.1098,325,223.0
Montrose,West Virginia,39.0673,-79.8143,325,177.3
Barryton,Michigan,43.7505,-85.1436,325,142.0
Bonita,Louisiana,32.9206,-91.6751,325,54.4
Hartford,Kansas,38.3084,-95.9566,325,329.6
Beaux Arts Village,Washington,47.5853,-122.205,325,1465.6
Milford,Kansas,39.1729,-96.9105,325,234.3
Stockdale,Pennsylvania,40.0835,-79.8504,325,77.3
Chaseburg,Wisconsin,43.6598,-91.0968,325,153.0
Ludlow,Illinois,40.3866,-88.1259,325,413.8
Midland,Arkansas,35.0927,-94.3531,325,353.1
Arnold City,Pennsylvania,40.1173,-79.8226,325,270.9
Azure,Montana,48.305,-109.8073,325,37.0
Lydia,South Carolina,34.2866,-80.1185,324,61.2
North Garden,Virginia,37.9612,-78.6334,324,45.4
Ironton,Wisconsin,43.5453,-90.1436,324,149.2
Granville,Iowa,42.9853,-95.8749,324,79.1
St. Martin,Minnesota,45.5028,-94.6676,324,157.4
Tullos,Louisiana,31.8188,-92.3293,324,93.6
J.F. Villareal,Texas,26.4199,-98.9788,324,477.3
Hunts Point,Washington,47.647,-122.2306,324,566.5
Salton Sea Beach,California,33.3759,-116.0113,324,608.2
Rancho Chico,Texas,28.0243,-97.4966,324,265.9
Garrison,Iowa,42.1452,-92.1441,324,331.2
Libertyville,Iowa,40.9582,-92.0496,323,287.6
Fairview,Kansas,39.8397,-95.7282,323,170.0
Snake Creek,Oklahoma,36.1786,-95.0937,323,14.8
Stonewall,North Carolina,35.1371,-76.7406,323,64.5
Plainville,Illinois,39.7848,-91.1815,323,186.1
Cove,Arkansas,34.4366,-94.4161,323,72.2
Trinidad,California,41.0589,-124.1434,323,277.1
Polk,Nebraska,41.0755,-97.7834,323,251.7
West Falls,Pennsylvania,41.453,-75.8605,323,130.4
Covington,Texas,32.1784,-97.2603,323,146.2
